campeonato,data,mandante,gol mandante,gol visitante,visitante,local
Amistosos 1957 ,"20 de abril de 1957, 16:00",Taubaté,3,1,Corinthians,"Estádio Martins Pereira, São José dos Campos, SP."
Amistosos 1957 ,"14 de abril de 1957, 16:00",Paulista,2,2,Corinthians,"Estádio da Vila Leme, Jundiaí, SP."
Amistosos 1957 ,"11 de abril de 1957, 21:30",Santos,5,3,Corinthians,"Vila Belmiro, Santos, SP."
Amistosos 1957 ,"07 de abril de 1957, 16:00",Ipauçuense,0,7,Corinthians,"Estádio Municipal de Ipaussu, Ipaussu, SP."
Amistosos 1957 ,"30 de março de 1957, 16:00",Guarani,2,2,Corinthians,"Brinco de Ouro, Campinas, SP."
Amistosos 1957 ,"27 de março de 1957, 21:30",Jabaquara,1,5,Corinthians,"Vila Belmiro, Santos, SP."
Amistosos 1957 ,"17 de março de 1957, 16:00",Corinthians,2,1,São Bento de São Caetano,"Fazendinha, São Paulo, SP."
Amistosos 1957 ,"09 de março de 1957, 16:00",Olympic Club,2,4,Corinthians,"Santa Tereza, Barbacena, MG."
Amistosos 1957 ,"12 de janeiro de 1957, 21:30",Corinthians,1,2,Rosario Central,"Pacaembu, São Paulo, SP."
Amistosos 1957 ,"02 de janeiro de 1957, 21:30",América Futebol Clube,1,3,Corinthians,"Mário Alves Mendonça, São José do Rio Preto, SP."
Paulista 1956 ,"29 de dezembro de 1956, 21:30",Corinthians,1,2,Santos,"Pacaembu, São Paulo, SP."
Paulista 1956 ,"23 de dezembro de 1956, 16:00",Taubaté,0,2,Corinthians,"Joaquinzão, Taubaté, SP."
Paulista 1956 ,"20 de dezembro de 1956, 21:30",Juventus,0,2,Corinthians,"Pacaembu, São Paulo, SP."
Paulista 1956 ,"15 de dezembro de 1956, 21:30",Palmeiras,1,1,Corinthians,"Pacaembu, São Paulo, SP."
Paulista 1956 ,"01 de dezembro de 1956, 21:30",Corinthians,2,2,São Paulo,"Pacaembu, São Paulo, SP."
Paulista 1956 ,"25 de novembro de 1956, 16:00",São Bento de São Caetano,1,2,Corinthians,"Anacleto, São Caetano do Sul, SP."
Paulista 1956 ,"21 de novembro de 1956, 21:30",Portuguesa,2,2,Corinthians,"Pacaembu, São Paulo, SP."
Paulista 1956 ,"18 de novembro de 1956, 16:00",Corinthians,3,0,XV de Piracicaba,"Fazendinha, São Paulo, SP."
Amistosos 1956 ,"16 de novembro de 1956, 21:30",Mandaguari,1,4,Corinthians,"Estádio Municipal de Mandaguari, Mandaguari, PR."
Paulista 1956 ,"11 de novembro de 1956, 16:00",Santos,0,4,Corinthians,"Vila Belmiro, Santos, SP."
Paulista 1956 ,"07 de novembro de 1956, 21:30",Corinthians,3,3,Juventus,"Pacaembu, São Paulo, SP."
Paulista 1956 ,"04 de novembro de 1956, 16:00",Corinthians,1,0,Portuguesa,"Pacaembu, São Paulo, SP."
Paulista 1956 ,"01 de novembro de 1956, 21:30",Corinthians,5,1,São Bento de São Caetano,"Pacaembu, São Paulo, SP."
Paulista 1956 ,"28 de outubro de 1956, 16:00",XV de Piracicaba,2,2,Corinthians,"Robertão, Piracicaba, SP."
Paulista 1956 ,"24 de outubro de 1956, 21:30",Corinthians,3,1,XV de Jaú,"Pacaembu, São Paulo, SP."
Paulista 1956 ,"20 de outubro de 1956, 21:30",São Paulo,1,1,Corinthians,"Pacaembu, São Paulo, SP."
Paulista 1956 ,"14 de outubro de 1956, 16:00",Corinthians,3,1,Taubaté,"Fazendinha, São Paulo, SP."
Paulista 1956 ,"07 de outubro de 1956, 16:00",Corinthians,4,4,Palmeiras,"Pacaembu, São Paulo, SP."
Amistosos 1956 ,"30 de setembro de 1956, 16:00",Seleção de Pinhal,1,2,Corinthians,"Municipal de Espírito Santo do Pinhal, Espírito Santo do Pinhal, SP."
Paulista 1956 ,"29 de setembro de 1956, 21:30",Corinthians,3,2,São Bento de São Caetano,"Pacaembu, São Paulo, SP."
Paulista 1956 ,"23 de setembro de 1956, 11:00",Corinthians,6,2,Ferroviária,"Pacaembu, São Paulo, SP."
Paulista 1956 ,"20 de setembro de 1956, 21:30",Corinthians,2,1,Taubaté,"Pacaembu, São Paulo, SP."
Paulista 1956 ,"16 de setembro de 1956, 16:00",Corinthians,4,3,São Paulo,"Pacaembu, São Paulo, SP."
Paulista 1956 ,"12 de setembro de 1956, 21:30",Corinthians,4,3,Linense,"Pacaembu, São Paulo, SP."
Amistosos 1956 ,"07 de setembro de 1956, 21:30",Botafogo-SP,2,2,Corinthians,"Luís Pereira, Ribeirão Preto, SP."
Paulista 1956 ,"29 de agosto de 1956, 16:00",Corinthians,6,2,Portuguesa Santista,"Pacaembu, São Paulo, SP."
Paulista 1956 ,"26 de agosto de 1956, 11:00",Corinthians,5,1,Ponte Preta,"Pacaembu, São Paulo, SP."
Amistosos 1956 ,"22 de agosto de 1956, 21:30",ADA - Araraquara,0,4,Corinthians,"Estádio Municipal Cândido de Barros, Araraquara, SP."
Paulista 1956 ,"19 de agosto de 1956, 11:00",Corinthians,3,2,Guarani,"Pacaembu, São Paulo, SP."
Amistosos 1956 ,"15 de agosto de 1956, 16:00",Corinthians de Santo André,0,2,Corinthians,"Vila Alzira, Santo André, SP."
Paulista 1956 ,"12 de agosto de 1956, 16:00",Corinthians,1,0,Palmeiras,"Pacaembu, São Paulo, SP."
Paulista 1956 ,"01 de agosto de 1956, 21:30",Corinthians,6,2,Nacional-SP,"Pacaembu, São Paulo, SP."
Paulista 1956 ,"29 de julho de 1956, 16:00",Santos,3,3,Corinthians,"Vila Belmiro, Santos, SP."
Paulista 1956 ,"26 de julho de 1956, 21:30",Corinthians,3,1,Jabaquara,"Pacaembu, São Paulo, SP."
Paulista 1956 ,"22 de julho de 1956, 16:00",Portuguesa,2,1,Corinthians,"Pacaembu, São Paulo, SP."
Paulista 1956 ,"17 de julho de 1956, 21:30",Corinthians,1,0,XV de Jaú,"Pacaembu, São Paulo, SP."
Paulista 1956 ,"15 de julho de 1956, 11:00",Corinthians,3,1,Juventus,"Pacaembu, São Paulo, SP."
Amistosos 1956 ,"11 de julho de 1956, 16:00",Andradina,2,4,Corinthians,"Estádio Municipal de Andradina, Andradina, SP."
Amistosos 1956 ,"07 de julho de 1956, 16:00",Corinthians,2,0,São Paulo,"Pacaembu, São Paulo, SP."
Amistosos 1956 ,"04 de julho de 1956, 21:30",Corinthians,4,3,Santos,"Pacaembu, São Paulo, SP."
Amistosos 1956 ,"29 de junho de 1956, 21:30",Tupã,1,1,Corinthians,"Alonso de Carvalho Braga, Tupã, SP."
Amistosos 1956 ,"28 de junho de 1956, 21:30",Corinthians,3,0,Español,"Pacaembu, São Paulo, SP."
Paulista 1956 ,"26 de junho de 1956, 21:30",Corinthians,2,1,Noroeste,"Pacaembu, São Paulo, SP."
Amistosos 1956 ,"23 de junho de 1956, 16:00",Corinthians,2,2,Danubio,"Pacaembu, São Paulo, SP."
Amistosos 1956 ,"22 de junho de 1956, 21:30",Corinthians,5,2,Porto,"Pacaembu, São Paulo, SP."
Paulista 1956 ,"17 de junho de 1956, 16:00",XV de Piracicaba,2,1,Corinthians,"Robertão, Piracicaba, SP."
Amistosos 1956 ,"10 de junho de 1956, 16:00",Estrela de São Carlos,0,5,Corinthians,"Luisão, São Carlos, SP."
Amistosos 1956 ,"03 de junho de 1956, 16:00",Coritiba,1,3,Corinthians,"Couto Pereira, Curitiba, PR."
Amistosos 1956 ,"02 de junho de 1956, 16:00",Ferroviário-PR,3,3,Corinthians,"Vila Capanema, Curitiba, PR."
Torneio Charles Miller 1956 ,"30 de maio de 1956, 21:30",São Paulo,3,1,Corinthians,"Pacaembu, São Paulo, SP."
Amistosos 1956 ,"20 de maio de 1956, 16:00",Paulista,1,4,Corinthians,"Estádio da Vila Leme, Jundiaí, SP."
Amistosos 1956 ,"19 de maio de 1956, 16:00",Corinthians,5,1,Nacional-SP,"Pacaembu, São Paulo, SP."
Amistosos 1956 ,"16 de maio de 1956, 21:30",Jabaquara,1,3,Corinthians,"Vila Belmiro, Santos, SP."
Amistosos 1956 ,"13 de maio de 1956, 16:00",Palmeiras de São João da Boa Vista,2,4,Corinthians,"Getúlio Vargas Filho, São João da Boa Vista, SP."
Amistosos 1956 ,"10 de maio de 1956, 16:00",Corinthians,5,1,Flamengo,"Pacaembu, São Paulo, SP."
Amistosos 1956 ,"06 de maio de 1956, 16:00",Ypiranga,5,3,Corinthians,"Pacaembu, São Paulo, SP."
Torneio Roberto Gomes Pedrosa 1956 ,"25 de abril de 1956, 21:30",Portuguesa,4,3,Corinthians,"Pacaembu, São Paulo, SP."
Torneio Roberto Gomes Pedrosa 1956 ,"15 de abril de 1956, 16:00",Corinthians,2,1,Palmeiras,"Pacaembu, São Paulo, SP."
Torneio Roberto Gomes Pedrosa 1956 ,"07 de abril de 1956, 16:00",Corinthians,2,2,São Paulo,"Pacaembu, São Paulo, SP."
Amistosos 1956 ,"04 de abril de 1956, 21:30",Corinthians,2,4,Santos,"Pacaembu, São Paulo, SP."
Torneio Roberto Gomes Pedrosa 1956 ,"27 de março de 1956, 21:30",Corinthians,4,1,Boca Juniors,"Pacaembu, São Paulo, SP."
Amistosos 1956 ,"21 de março de 1956, 16:00",Internacional de Bebedouro,3,4,Corinthians,"Estádio Arnoldo Bulle, Bebedouro, SP."
Torneio Roberto Gomes Pedrosa 1956 ,"17 de março de 1956, 16:00",Corinthians,2,1,Newells Old Boys,"Pacaembu, São Paulo, SP."
Torneio Roberto Gomes Pedrosa 1956 ,"10 de março de 1956, 16:00",Corinthians,2,1,Nacional-UR,"Pacaembu, São Paulo, SP."
Amistosos 1956 ,"21 de janeiro de 1956, 16:00",Corinthians,1,2,Sindicato dos Atletas de SP,"Fazendinha, São Paulo, SP."
Paulista 1955 ,"15 de janeiro de 1956, 16:00",Palmeiras,0,2,Corinthians,"Pacaembu, São Paulo, SP."
Paulista 1955 ,"08 de janeiro de 1956, 16:00",Santos,2,3,Corinthians,"Vila Belmiro, Santos, SP."
Paulista 1955 ,"29 de dezembro de 1955, 21:30",Corinthians,5,2,Jabaquara,"Pacaembu, São Paulo, SP."
Amistosos 1955 ,"22 de dezembro de 1955, 21:30",Grêmio,4,2,Corinthians,"Olímpico, Porto Alegre, RS."
Paulista 1955 ,"21 de dezembro de 1955, 21:30",Corinthians,2,1,Linense,"Pacaembu, São Paulo, SP."
Paulista 1955 ,"18 de dezembro de 1955, 16:00",Corinthians,1,3,Guarani,"Pacaembu, São Paulo, SP."
Paulista 1955 ,"11 de dezembro de 1955, 16:00",Corinthians,1,1,São Paulo,"Pacaembu, São Paulo, SP."
Paulista 1955 ,"04 de dezembro de 1955, 16:00",XV de Jaú,5,4,Corinthians,"Estádio Artur Simões, Jaú, SP."
Paulista 1955 ,"20 de novembro de 1955, 16:00",Portuguesa,0,1,Corinthians,"Pacaembu, São Paulo, SP."
Amistosos 1955 ,"15 de novembro de 1955, 16:00",Corinthians,6,0,São Bento de São Caetano,"Pacaembu, São Paulo, SP."
Paulista 1955 ,"13 de novembro de 1955, 16:00",Ponte Preta,1,1,Corinthians,"Moisés Lucarelli, Campinas, SP."
Paulista 1955 ,"05 de novembro de 1955, 16:00",Corinthians,1,0,XV de Piracicaba,"Pacaembu, São Paulo, SP."
Paulista 1955 ,"30 de outubro de 1955, 16:00",São Bento de São Caetano,2,3,Corinthians,"Anacleto, São Caetano do Sul, SP."
Paulista 1955 ,"23 de outubro de 1955, 16:00",Corinthians,3,2,Noroeste,"Pacaembu, São Paulo, SP."
Paulista 1955 ,"16 de outubro de 1955, 16:00",Corinthians,4,2,Palmeiras,"Pacaembu, São Paulo, SP."
Paulista 1955 ,"08 de outubro de 1955, 16:00",Corinthians,5,0,São Bento de São Caetano,"Pacaembu, São Paulo, SP."
Paulista 1955 ,"05 de outubro de 1955, 21:30",Corinthians,2,1,Taubaté,"Pacaembu, São Paulo, SP."
Paulista 1955 ,"02 de outubro de 1955, 16:00",São Paulo,2,3,Corinthians,"Pacaembu, São Paulo, SP."
Paulista 1955 ,"25 de setembro de 1955, 16:00",Corinthians,3,0,Portuguesa,"Pacaembu, São Paulo, SP."
Paulista 1955 ,"18 de setembro de 1955, 11:00",Corinthians,2,1,Ponte Preta,"Pacaembu, São Paulo, SP."
Paulista 1955 ,"11 de setembro de 1955, 16:00",Jabaquara,0,1,Corinthians,"Estádio Ulrico Mursa, Santos, SP."
Paulista 1955 ,"04 de setembro de 1955, 16:00",Noroeste,2,1,Corinthians,"Alfredão, Bauru, SP."
Paulista 1955 ,"28 de agosto de 1955, 16:00",Corinthians,2,2,Santos,"Pacaembu, São Paulo, SP."
Paulista 1955 ,"14 de agosto de 1955, 16:00",Linense,0,1,Corinthians,"Gigante de Madeira, Lins, SP."
Paulista 1955 ,"07 de agosto de 1955, 16:00",XV de Piracicaba,1,2,Corinthians,"Robertão, Piracicaba, SP."
Paulista 1955 ,"31 de julho de 1955, 16:00",Corinthians,1,0,XV de Jaú,"Pacaembu, São Paulo, SP."
Amistosos 1955 ,"28 de julho de 1955, 16:00",Juventus,1,2,Corinthians,"Rua Javari, São Paulo, SP."
Torneio Charles Miller 1955 ,"10 de julho de 1955, 16:00",Corinthians,2,1,Benfica,"Pacaembu, São Paulo, SP."
Torneio Charles Miller 1955 ,"06 de julho de 1955, 21:30",Corinthians,3,1,América-RJ,"Pacaembu, São Paulo, SP."
Torneio Charles Miller 1955 ,"03 de julho de 1955, 16:00",Corinthians,2,2,Peñarol,"Pacaembu, São Paulo, SP."
Torneio Charles Miller 1955 ,"26 de junho de 1955, 16:00",Corinthians,3,0,Flamengo,"Pacaembu, São Paulo, SP."
Torneio Charles Miller 1955 ,"22 de junho de 1955, 21:30",Corinthians,2,1,Palmeiras,"Pacaembu, São Paulo, SP."
Amistosos 1955 ,"12 de junho de 1955, 16:00",América-MG,0,2,Corinthians,"Independência, Belo Horizonte, MG."
Amistosos 1955 ,"09 de junho de 1955, 16:00",Bahia,2,1,Corinthians,"Fonte Nova, Salvador, BA."
Amistosos 1955 ,"05 de junho de 1955, 16:00",Bahia,0,6,Corinthians,"Fonte Nova, Salvador, BA."
Amistosos 1955 ,"04 de junho de 1955, 16:00",Botafogo da Bahia,2,2,Corinthians,"Fonte Nova, Salvador, BA."
Amistosos 1955 ,"29 de maio de 1955, 16:00",Sport,2,2,Corinthians,"Ilha do Retiro, Recife, PE."
Amistosos 1955 ,"22 de maio de 1955, 16:00",Remo,0,4,Corinthians,"Estádio Francisco Vasques, Belém, PA."
Amistosos 1955 ,"19 de maio de 1955, 16:00",Paysandu,0,1,Corinthians,"Baenão, Belém, PA."
Amistosos 1955 ,"06 de maio de 1955, 21:30",Uberaba,1,3,Corinthians,"Boulanger Pucci, Uberaba, MG."
Amistosos 1955 ,"05 de maio de 1955, 21:30",Uberaba,0,3,Corinthians,"Boulanger Pucci, Uberaba, MG."
Torneio Rio-São Paulo 1955 ,"30 de abril de 1955, 16:00",Palmeiras,2,1,Corinthians,"Pacaembu, São Paulo, SP."
Torneio Rio-São Paulo 1955 ,"28 de abril de 1955, 16:00",São Paulo,4,3,Corinthians,"Pacaembu, São Paulo, SP."
Torneio Rio-São Paulo 1955 ,"24 de abril de 1955, 16:00",Fluminense,2,1,Corinthians,"Maracanã, Rio de Janeiro, RJ."
Torneio Rio-São Paulo 1955 ,"21 de abril de 1955, 16:00",Corinthians,2,1,Santos,"Pacaembu, São Paulo, SP."
Torneio Rio-São Paulo 1955 ,"17 de abril de 1955, 16:00",Corinthians,5,5,Vasco da Gama,"Pacaembu, São Paulo, SP."
Torneio Rio-São Paulo 1955 ,"14 de abril de 1955, 16:00",Corinthians,5,5,Portuguesa,"Pacaembu, São Paulo, SP."
Torneio Rio-São Paulo 1955 ,"10 de abril de 1955, 16:00",Corinthians,1,1,América-RJ,"Pacaembu, São Paulo, SP."
Amistosos 1955 ,"27 de março de 1955, 16:00",São Bento,1,2,Corinthians,"Humberto Reale, Sorocaba, SP."
Amistosos 1955 ,"20 de março de 1955, 11:00",São Bento de São Caetano,1,3,Corinthians,"Anacleto, São Caetano do Sul, SP."
Paulista 1954 ,"13 de fevereiro de 1955, 16:00",São Paulo,1,3,Corinthians,"Pacaembu, São Paulo, SP."
Paulista 1954 ,"06 de fevereiro de 1955, 16:00",Palmeiras,1,1,Corinthians,"Pacaembu, São Paulo, SP."
Paulista 1954 ,"30 de janeiro de 1955, 16:00",Santos,4,1,Corinthians,"Vila Belmiro, Santos, SP."
Paulista 1954 ,"23 de janeiro de 1955, 16:00",Ponte Preta,1,1,Corinthians,"Moisés Lucarelli, Campinas, SP."
Paulista 1954 ,"19 de janeiro de 1955, 16:00",Corinthians,2,1,Guarani,"Pacaembu, São Paulo, SP."
Amistosos 1955 ,"13 de janeiro de 1955, 16:00",São Bento de São Caetano,2,3,Corinthians,"Anacleto, São Caetano do Sul, SP."
Paulista 1954 ,"09 de janeiro de 1955, 16:00",Portuguesa,0,1,Corinthians,"Pacaembu, São Paulo, SP."
Paulista 1954 ,"31 de dezembro de 1954, 16:00",Corinthians,1,0,Juventus,"Pacaembu, São Paulo, SP."
Paulista 1954 ,"23 de dezembro de 1954, 16:00",Corinthians,3,1,São Bento de São Caetano,"Pacaembu, São Paulo, SP."
Paulista 1954 ,"19 de dezembro de 1954, 11:00",Corinthians,3,0,XV de Jaú,"Pacaembu, São Paulo, SP."
Paulista 1954 ,"12 de dezembro de 1954, 16:00",Noroeste,3,3,Corinthians,"Alfredão, Bauru, SP."
Amistosos 1954 ,"08 de dezembro de 1954, 16:00",São Bento,1,5,Corinthians,"Humberto Reale, Sorocaba, SP."
Paulista 1954 ,"04 de dezembro de 1954, 16:00",Ypiranga,1,3,Corinthians,"Pacaembu, São Paulo, SP."
Paulista 1954 ,"27 de novembro de 1954, 16:00",Corinthians,1,1,XV de Piracicaba,"Pacaembu, São Paulo, SP."
Amistosos 1954 ,"25 de novembro de 1954, 16:00",Corinthians,6,1,Associação dos Negros,"Pacaembu, São Paulo, SP."
Paulista 1954 ,"21 de novembro de 1954, 16:00",Corinthians,2,1,Linense,"Pacaembu, São Paulo, SP."
Amistosos 1954 ,"14 de novembro de 1954, 16:00",Catanduva,1,3,Corinthians,"Silvio Salles, Catanduva, SP."
Paulista 1954 ,"07 de novembro de 1954, 16:00",Corinthians,2,1,São Paulo,"Pacaembu, São Paulo, SP."
Paulista 1954 ,"31 de outubro de 1954, 16:00",Corinthians,3,2,Palmeiras,"Pacaembu, São Paulo, SP."
Paulista 1954 ,"17 de outubro de 1954, 16:00",XV de Piracicaba,1,3,Corinthians,"Robertão, Piracicaba, SP."
Paulista 1954 ,"13 de outubro de 1954, 16:00",Corinthians,5,0,Noroeste,"Pacaembu, São Paulo, SP."
Paulista 1954 ,"07 de outubro de 1954, 16:00",Corinthians,4,0,São Bento de São Caetano,"Pacaembu, São Paulo, SP."
Paulista 1954 ,"02 de outubro de 1954, 16:00",Corinthians,1,0,Portuguesa,"Pacaembu, São Paulo, SP."
Paulista 1954 ,"26 de setembro de 1954, 16:00",Corinthians,6,1,Ponte Preta,"Pacaembu, São Paulo, SP."
Amistosos 1954 ,"19 de setembro de 1954, 16:00",Botafogo-SP,1,2,Corinthians,"Luís Pereira, Ribeirão Preto, SP."
Paulista 1954 ,"12 de setembro de 1954, 16:00",XV de Jaú,1,1,Corinthians,"Estádio Artur Simões, Jaú, SP."
Paulista 1954 ,"05 de setembro de 1954, 16:00",Guarani,1,2,Corinthians,"Brinco de Ouro, Campinas, SP."
Paulista 1954 ,"28 de agosto de 1954, 16:00",Juventus,1,1,Corinthians,"Pacaembu, São Paulo, SP."
Paulista 1954 ,"22 de agosto de 1954, 16:00",Linense,0,1,Corinthians,"Gigante de Madeira, Lins, SP."
Paulista 1954 ,"14 de agosto de 1954, 16:00",Corinthians,1,0,Ypiranga,"Pacaembu, São Paulo, SP."
Amistosos 1954 ,"08 de agosto de 1954, 16:00",Corinthians,2,0,São Bento de São Caetano,"Pacaembu, São Paulo, SP."
Amistosos 1954 ,"28 de julho de 1954, 16:00",São Bento de São Caetano,2,1,Corinthians,"Estádio da Rua Paraíba, São Caetano do Sul, SP."
Torneio Charles Miller 1954 ,"25 de julho de 1954, 16:00",Corinthians,3,3,São Paulo,"Pacaembu, São Paulo, SP."
Torneio Charles Miller 1954 ,"21 de julho de 1954, 16:00",Corinthians,3,0,Palmeiras,"Pacaembu, São Paulo, SP."
Amistosos 1954 ,"17 de julho de 1954, 16:00",Corinthians,3,1,Portuguesa,"Pacaembu, São Paulo, SP."
Torneio Rio-São Paulo 1954 ,"10 de julho de 1954, 16:00",Corinthians,1,0,Palmeiras,"Pacaembu, São Paulo, SP."
Torneio Rio-São Paulo 1954 ,"26 de junho de 1954, 21:30",Flamengo,1,2,Corinthians,"Maracanã, Rio de Janeiro, RJ."
Torneio Rio-São Paulo 1954 ,"23 de junho de 1954, 16:00",Corinthians,3,2,Portuguesa,"Pacaembu, São Paulo, SP."
Torneio Rio-São Paulo 1954 ,"13 de junho de 1954, 16:00",Fluminense,0,1,Corinthians,"Maracanã, Rio de Janeiro, RJ."
Torneio Rio-São Paulo 1954 ,"06 de junho de 1954, 16:00",Corinthians,4,1,Vasco da Gama,"Pacaembu, São Paulo, SP."
Torneio Rio-São Paulo 1954 ,"29 de maio de 1954, 16:00",Corinthians,4,3,América-RJ,"Pacaembu, São Paulo, SP."
Torneio Rio-São Paulo 1954 ,"23 de maio de 1954, 16:00",Botafogo,1,2,Corinthians,"Maracanã, Rio de Janeiro, RJ."
Amistosos 1954 ,"16 de maio de 1954, 16:00",Santa Cruz,1,5,Corinthians,"Ilha do Retiro, Recife, PE."
Amistosos 1954 ,"09 de maio de 1954, 16:00",Náutico,1,1,Corinthians,"Ilha do Retiro, Recife, PE."
Amistosos 1954 ,"06 de maio de 1954, 21:30",América de Pernambuco,0,3,Corinthians,"Ilha do Retiro, Recife, PE."
Amistosos 1954 ,"02 de maio de 1954, 16:00",Botafogo-SP,1,5,Corinthians,"Luís Pereira, Ribeirão Preto, SP."
Amistosos 1954 ,"01 de maio de 1954, 16:00",Corinthians de Santo André,1,2,Corinthians,"Vila Alzira, Santo André, SP."
Amistosos 1954 ,"25 de abril de 1954, 16:00",Ferroviária de Assis,0,2,Corinthians,"Estádio Dr. Adhemar de Barros (Assis), Assis, SP."
Amistosos 1954 ,"31 de março de 1954, 21:30",Boca Juniors de Cali,1,3,Corinthians,"Estádio Pascual Guerrero, Valle del Cauca, Colômbia."
Amistosos 1954 ,"28 de março de 1954, 16:00",Millonarios,3,3,Corinthians,"El Campín, Bogotá, Colômbia."
Amistosos 1954 ,"26 de março de 1954, 16:00",Corinthians,1,2,Palestino,"El Campín, Bogotá, Colômbia."
Amistosos 1954 ,"19 de março de 1954, 16:00",Independiente Medellín,3,7,Corinthians,"Atanasio, Medellín, Colômbia."
Amistosos 1954 ,"14 de março de 1954, 16:00",Atlético Nacional,3,4,Corinthians,"Atanasio, Medellín, Colômbia."
Amistosos 1954 ,"07 de março de 1954, 16:00",Santa Fe,2,2,Corinthians,"El Campín, Bogotá, Colômbia."
Amistosos 1954 ,"24 de fevereiro de 1954, 21:30",Sporting Cristal,3,3,Corinthians,"Nacional, Lima, Peru."
Amistosos 1954 ,"20 de fevereiro de 1954, 21:30",Combinado Deportivo/Iqueño,1,2,Corinthians,"Nacional, Lima, Peru."
Amistosos 1954 ,"17 de fevereiro de 1954, 21:30",Combinado Chalaco/Sport Boys,3,3,Corinthians,"Nacional, Lima, Peru."
Amistosos 1954 ,"13 de fevereiro de 1954, 21:30",Universitario de Deportes,3,3,Corinthians,"Nacional, Lima, Peru."
Paulista 1953 ,"07 de fevereiro de 1954, 11:00",Nacional-SP,2,5,Corinthians,"Pacaembu, São Paulo, SP."
Paulista 1953 ,"31 de janeiro de 1954, 16:00",São Paulo,3,1,Corinthians,"Pacaembu, São Paulo, SP."
Paulista 1953 ,"20 de janeiro de 1954, 16:00",Corinthians,4,3,XV de Piracicaba,"Pacaembu, São Paulo, SP."
Paulista 1953 ,"17 de janeiro de 1954, 16:00",Palmeiras,1,2,Corinthians,"Pacaembu, São Paulo, SP."
Paulista 1953 ,"10 de janeiro de 1954, 16:00",Corinthians,3,4,Portuguesa,"Pacaembu, São Paulo, SP."
Paulista 1953 ,"27 de dezembro de 1953, 11:00",Ypiranga,3,6,Corinthians,"Pacaembu, São Paulo, SP."
Paulista 1953 ,"20 de dezembro de 1953, 11:00",Corinthians,3,2,Santos,"Pacaembu, São Paulo, SP."
Paulista 1953 ,"13 de dezembro de 1953, 16:00",XV de Jaú,1,1,Corinthians,"Estádio Artur Simões, Jaú, SP."
Paulista 1953 ,"06 de dezembro de 1953, 16:00",Comercial da Capital,1,2,Corinthians,"Pacaembu, São Paulo, SP."
Paulista 1953 ,"22 de novembro de 1953, 16:00",Linense,1,1,Corinthians,"Gigante de Madeira, Lins, SP."
Paulista 1953 ,"14 de novembro de 1953, 16:00",Juventus,1,1,Corinthians,"Pacaembu, São Paulo, SP."
Paulista 1953 ,"08 de novembro de 1953, 16:00",Portuguesa Santista,1,2,Corinthians,"Estádio Ulrico Mursa, Santos, SP."
Paulista 1953 ,"01 de novembro de 1953, 11:00",Corinthians,3,2,Ponte Preta,"Pacaembu, São Paulo, SP."
Taça São Paulo 1953 ,"25 de outubro de 1953, 16:00",Corinthians,3,1,São Paulo,"Pacaembu, São Paulo, SP."
Taça São Paulo 1953 ,"18 de outubro de 1953, 16:00",Corinthians,1,0,Portuguesa,"Pacaembu, São Paulo, SP."
Paulista 1953 ,"11 de outubro de 1953, 16:00",Corinthians,2,2,Palmeiras,"Pacaembu, São Paulo, SP."
Paulista 1953 ,"27 de setembro de 1953, 11:00",Corinthians,1,1,Guarani,"Pacaembu, São Paulo, SP."
Paulista 1953 ,"23 de setembro de 1953, 16:00",Corinthians,1,0,Comercial da Capital,"Pacaembu, São Paulo, SP."
Paulista 1953 ,"20 de setembro de 1953, 16:00",Ponte Preta,3,2,Corinthians,"Moisés Lucarelli, Campinas, SP."
